p780_L3_full,qjs,107566386,,armv8_pmuv3_1/mem_access/,13999808,100.00,,
p780_L3_full,zjs,339027407,,armv8_pmuv3_1/instructions/,18075504,100.00,4.81,insn per cycle
p780_L3_full,zjs,70477271,,armv8_pmuv3_1/cycles/,18075504,100.00,,
p780_L3_full,zjs,4229555,,armv8_pmuv3_1/stall_frontend/,18075504,100.00,,
p780_L3_full,zjs,159488976,,armv8_pmuv3_1/mem_access/,18075504,100.00,,
p780_L3_full,zjs,339179906,,armv8_pmuv3_1/instructions/,18119808,100.00,4.80,insn per cycle
p780_L3_full,zjs,70647773,,armv8_pmuv3_1/cycles/,18119808,100.00,,
p780_L3_full,zjs,4038773,,armv8_pmuv3_1/stall_frontend/,18119808,100.00,,
p780_L3_full,zjs,159515284,,armv8_pmuv3_1/mem_access/,18119808,100.00,,
p780_L3_full,qjs,326278627,,armv8_pmuv3_1/instructions/,14004176,100.00,5.98,insn per cycle
p780_L3_full,qjs,54598794,,armv8_pmuv3_1/cycles/,14004176,100.00,,
p780_L3_full,qjs,1689886,,armv8_pmuv3_1/stall_frontend/,14004176,100.00,,
p780_L3_full,qjs,107527105,,armv8_pmuv3_1/mem_access/,14004176,100.00,,
p780_L3_full,qjs,326226303,,armv8_pmuv3_1/instructions/,13988864,100.00,5.98,insn per cycle
p780_L3_full,qjs,54539246,,armv8_pmuv3_1/cycles/,13988864,100.00,,
p780_L3_full,qjs,1382325,,armv8_pmuv3_1/stall_frontend/,13988864,100.00,,
p780_L3_full,qjs,107526382,,armv8_pmuv3_1/mem_access/,13988864,100.00,,
p780_L3_full,zjs,339089809,,armv8_pmuv3_1/instructions/,18051520,100.00,4.82,insn per cycle
p780_L3_full,zjs,70380712,,armv8_pmuv3_1/cycles/,18051520,100.00,,
p780_L3_full,zjs,3870172,,armv8_pmuv3_1/stall_frontend/,18051520,100.00,,
p780_L3_full,zjs,159355649,,armv8_pmuv3_1/mem_access/,18051520,100.00,,
p780_L3_full,zjs,339150661,,armv8_pmuv3_1/instructions/,18128960,100.00,4.80,insn per cycle
p780_L3_full,zjs,70680081,,armv8_pmuv3_1/cycles/,18128960,100.00,,
p780_L3_full,zjs,3842556,,armv8_pmuv3_1/stall_frontend/,18128960,100.00,,
p780_L3_full,zjs,159606781,,armv8_pmuv3_1/mem_access/,18128960,100.00,,
p780_L3_full,qjs,326124328,,armv8_pmuv3_1/instructions/,13923232,100.00,6.01,insn per cycle
p780_L3_full,qjs,54288807,,armv8_pmuv3_1/cycles/,13923232,100.00,,
p780_L3_full,qjs,1581351,,armv8_pmuv3_1/stall_frontend/,13923232,100.00,,
p780_L3_full,qjs,107478972,,armv8_pmuv3_1/mem_access/,13923232,100.00,,
p780_B3_outerconcat,qjs,102892647,,armv8_pmuv3_1/instructions/,4842144,100.00,5.45,insn per cycle
p780_B3_outerconcat,qjs,18873441,,armv8_pmuv3_1/cycles/,4842144,100.00,,
p780_B3_outerconcat,qjs,848319,,armv8_pmuv3_1/stall_frontend/,4842144,100.00,,
p780_B3_outerconcat,qjs,35927173,,armv8_pmuv3_1/mem_access/,4842144,100.00,,
p780_B3_outerconcat,zjs,115389099,,armv8_pmuv3_1/instructions/,6174752,100.00,4.79,insn per cycle
p780_B3_outerconcat,zjs,24065946,,armv8_pmuv3_1/cycles/,6174752,100.00,,
p780_B3_outerconcat,zjs,1198492,,armv8_pmuv3_1/stall_frontend/,6174752,100.00,,
p780_B3_outerconcat,zjs,54277088,,armv8_pmuv3_1/mem_access/,6174752,100.00,,
p780_B3_outerconcat,zjs,115410133,,armv8_pmuv3_1/instructions/,6146592,100.00,4.82,insn per cycle
p780_B3_outerconcat,zjs,23963517,,armv8_pmuv3_1/cycles/,6146592,100.00,,
p780_B3_outerconcat,zjs,1372315,,armv8_pmuv3_1/stall_frontend/,6146592,100.00,,
p780_B3_outerconcat,zjs,54270249,,armv8_pmuv3_1/mem_access/,6146592,100.00,,
p780_B3_outerconcat,qjs,102818411,,armv8_pmuv3_1/instructions/,4816848,100.00,5.48,insn per cycle
p780_B3_outerconcat,qjs,18776004,,armv8_pmuv3_1/cycles/,4816848,100.00,,
p780_B3_outerconcat,qjs,700370,,armv8_pmuv3_1/stall_frontend/,4816848,100.00,,
p780_B3_outerconcat,qjs,35904328,,armv8_pmuv3_1/mem_access/,4816848,100.00,,
p780_B3_outerconcat,qjs,102932153,,armv8_pmuv3_1/instructions/,4807632,100.00,5.49,insn per cycle
